ticketid,use_date,start_time,end_time,assignment,comments,repname,repsign,vendorsign,sign_date,equipmentid_id,incidentid_id,vendorid_id
86,2019-02-14 06:14:38,2018-12-20 14:52:00,2018-05-24 02:54:32,monitor crews,exceptional,Shirlee Whittlesey,Thurstan Prazor,Frayda Dobbie,2018-08-14 08:00:05,3,4,38
65,2018-07-08 00:45:02,2019-03-20 17:48:47,2018-09-18 20:09:01,monitor crews,unacceptable,Clemente Rivard,Aldo Carnaman,Colene Troy,2018-12-29 09:37:15,45,38,63
14,2018-11-23 19:46:52,2018-06-16 08:30:50,2018-05-24 15:47:05,water,unacceptable,Geoffry Feare,Anastasie Duckels,Idalia Clatworthy,2019-01-10 20:19:04,48,52,43
20,2018-04-21 07:14:59,2018-07-15 20:02:56,2018-11-29 11:22:51,monitor crews,great,Jamal Willingam,Gaylord Reame,Windy Merwood,2018-11-05 01:17:33,55,70,32
100,2018-06-29 04:35:31,2018-11-06 20:34:52,2018-09-07 22:31:50,cut brush,great,Celestine Dwine,Druci Serraillier,Marjorie Hearnaman,2018-04-30 17:16:39,66,68,17
45,2019-03-25 02:53:20,2018-08-17 15:38:55,2018-08-09 22:56:47,water,poor,Immanuel Tothe,Ailsun Beekmann,Cthrine Verralls,2018-11-20 22:13:39,49,26,81
59,2018-07-24 14:44:56,2018-04-21 04:28:29,2019-01-05 09:21:42,water,unacceptable,Germain Djorvic,Willis Probyn,Malissia Dennidge,2018-09-24 19:01:56,43,100,77
80,2018-09-01 00:38:33,2018-11-18 21:08:59,2018-12-28 00:52:25,cut brush,exceptional,Andres Ayton,Arman Tebbs,Fania Bows,2018-11-10 10:35:25,51,48,44
89,2018-10-13 23:00:56,2018-10-06 03:38:43,2018-10-16 22:25:55,cut brush,great,Jayne Fintoph,Olympia Avrasin,Marcello Wonter,2018-12-06 09:48:08,7,16,45
61,2018-11-15 10:12:23,2018-05-16 14:10:36,2018-07-25 05:44:14,cut brush,poor,Teresa Astill,Halley Discombe,Perry Galbraith,2018-11-30 22:13:07,85,32,78
86,2018-05-17 02:09:54,2019-02-05 11:01:50,2018-12-20 07:17:27,cut brush,unacceptable,Banky Alesbrook,Binnie Ringwood,Andriette Angus,2018-09-14 19:04:30,1,63,26
62,2018-12-29 06:42:27,2018-09-20 11:21:46,2018-04-23 07:29:32,cut brush,exceptional,Clyve Hembery,Felipa Seniour,Kippy Shucksmith,2019-01-20 12:42:13,53,31,95
28,2018-12-19 22:05:10,2018-11-29 04:41:28,2018-07-19 17:24:02,monitor crews,unacceptable,Jolyn Medley,Norina Topham,Lise Furness,2018-07-22 08:40:55,88,1,53
99,2019-02-07 11:00:37,2019-02-24 20:51:21,2018-08-23 19:02:49,cut brush,exceptional,Kaye Tuckwell,Danella Zuker,Bobbye Duckinfield,2018-07-17 16:38:57,91,14,21
28,2019-01-08 17:00:15,2018-12-26 11:01:41,2019-03-09 09:38:48,water,exceptional,Devi Trevear,Laraine Bailes,Roderick Bold,2018-12-12 15:43:32,24,62,2
74,2019-02-12 10:44:11,2018-06-04 12:00:34,2018-11-28 14:38:11,water,poor,Ketti Oselton,Auria Verriour,Salomone Liddle,2019-03-04 13:41:16,58,80,85
8,2018-07-16 09:30:40,2019-02-21 10:22:20,2018-10-01 07:46:32,water,unacceptable,Emmerich Battista,Christal O'Duane,Agustin Warlow,2018-05-08 14:03:07,6,49,98
5,2018-09-26 12:50:40,2019-01-02 05:21:43,2018-05-29 20:53:01,monitor crews,poor,Adda Driussi,Jonathon Muglestone,Ludovico Mecchi,2018-06-29 07:31:21,29,30,58
8,2019-02-03 09:21:14,2019-03-17 04:27:27,2018-08-15 19:33:31,water,poor,Arden O'Cahill,Mikey Ilchenko,Casar Lushey,2018-10-01 18:13:56,47,66,38
42,2018-11-19 06:59:52,2018-07-09 03:45:20,2018-05-12 11:11:24,cut brush,unacceptable,Felike Maneylaws,Tan Kinsett,West Torr,2018-10-14 19:45:14,56,67,95
82,2018-08-13 07:39:17,2018-12-20 12:25:58,2018-04-28 13:35:55,water,great,Tarrance Nott,Vivyanne Fewings,Tudor Raye,2018-07-22 14:46:57,48,53,5
24,2018-08-17 06:24:03,2018-07-25 09:08:40,2018-09-29 23:21:14,cut brush,exceptional,Carolina De Pero,Cicely Sambrook,Mabelle Kleingrub,2019-01-13 05:21:46,51,92,13
92,2018-07-15 05:27:38,2018-11-03 04:58:22,2019-03-12 19:19:52,cut brush,poor,Melicent Andrysek,Krystyna Luberti,Kev Sumption,2019-01-13 14:38:38,82,5,2
58,2018-04-16 06:02:00,2019-01-13 18:53:40,2018-09-02 17:32:24,cut brush,exceptional,Kellen Mullane,Moyra Senechell,Quinton Higgoe,2018-05-28 08:28:55,61,62,54
19,2018-07-23 13:47:26,2018-08-09 00:21:40,2019-03-08 10:25:42,monitor crews,unacceptable,Halley Merryfield,Herrick Coleford,Pinchas Sommer,2018-12-07 05:51:02,1,76,29
66,2019-01-24 09:05:33,2018-09-17 16:12:51,2019-03-14 18:08:06,monitor crews,unacceptable,Elvyn Gorini,Bobina Gravet,Hallsy Dyment,2018-11-30 18:51:45,21,71,76
64,2019-01-05 02:48:42,2018-10-02 00:35:26,2018-06-25 00:46:21,monitor crews,poor,Conni Dallywater,Stephani Climie,Riley Stoter,2018-12-31 15:19:54,17,18,56
95,2019-01-01 18:03:37,2018-05-31 02:15:48,2019-04-05 15:24:56,water,unacceptable,Valaree Bloodworthe,Bo Cinnamond,Hinda Jagiela,2019-03-03 03:27:29,74,15,62
55,2018-09-12 04:03:35,2018-10-17 21:38:37,2018-04-13 02:27:51,cut brush,exceptional,Carling Leguay,Elora Pyke,Marcile Patria,2018-05-14 11:47:46,39,53,54
40,2018-06-28 17:53:01,2018-09-04 07:17:06,2018-07-09 17:15:16,water,unacceptable,Rosetta Rooksby,Simon Shelbourne,Earlie Scurlock,2018-09-16 18:14:03,37,33,4
90,2018-04-11 13:06:03,2019-03-15 18:04:31,2019-01-31 01:58:29,monitor crews,exceptional,Kristien Saiger,Georgi Dunwoody,Radcliffe Allsup,2018-12-07 00:42:40,49,27,80
87,2018-07-02 20:53:54,2019-03-15 04:22:09,2018-06-24 12:01:08,cut brush,unacceptable,Ingrid Sparey,Veronique Gelder,Meier Fermoy,2018-10-17 19:56:53,30,38,29
10,2018-05-31 04:46:30,2019-01-29 00:54:12,2019-01-03 09:20:13,water,unacceptable,Bail Blown,Sloane Tremaine,Fabio McNaught,2019-02-17 00:54:42,75,99,53
23,2019-01-28 22:01:22,2019-03-10 03:29:53,2018-07-21 04:09:12,water,unacceptable,Tad Somner,Paola Fellnee,Nonah Muzzillo,2018-12-01 17:48:06,43,10,35
66,2018-06-05 23:48:59,2018-05-05 14:46:06,2019-01-19 14:24:52,cut brush,unacceptable,Hannie Jirka,Karen Spellesy,Leslie Gull,2018-06-03 06:38:35,60,28,65
12,2019-03-12 16:05:31,2018-12-09 12:29:33,2019-04-02 08:46:49,monitor crews,unacceptable,Blondie D'Adamo,Haley Kinze,Alfred Lough,2018-11-29 02:37:57,19,26,28
88,2018-05-18 10:07:18,2018-07-09 08:34:03,2019-02-03 15:57:19,water,poor,Juliet Coenraets,April MacFayden,Janis Sherme,2018-11-25 04:10:49,36,9,14
94,2018-09-19 16:22:46,2018-11-14 12:58:22,2019-03-09 05:44:04,monitor crews,unacceptable,Lesley Zotto,Farr Schruyer,Beaufort Rewcastle,2018-07-06 12:15:18,85,87,17
87,2018-11-14 10:19:41,2019-04-02 02:18:40,2018-07-06 18:08:06,cut brush,great,Avrit Kehir,Alix Cabrara,Sonnnie Tansley,2019-03-15 20:41:24,76,44,98
81,2018-07-21 05:23:00,2018-10-24 20:10:34,2019-02-24 13:07:12,cut brush,unacceptable,Lebbie Cottill,Denny Schult,Felipa Mersh,2018-04-12 17:32:30,22,50,64
52,2018-10-26 20:41:10,2018-10-20 22:31:42,2018-05-26 20:21:24,monitor crews,great,Orville Skipper,Sapphire Chamney,Tersina Bellard,2019-01-05 06:15:41,17,1,22
82,2019-02-15 03:17:31,2019-02-24 18:09:01,2019-01-04 09:41:39,cut brush,unacceptable,Cora Quenell,Shawna Fresson,Kristel Hacquel,2018-05-25 04:42:55,56,86,7
31,2018-11-18 22:46:12,2019-01-02 19:54:10,2018-10-26 23:43:26,water,exceptional,Dottie Crilly,Odo Danelet,Immanuel Aberdalgy,2018-04-22 01:58:43,41,74,81
25,2018-08-24 20:50:02,2018-08-05 01:26:38,2018-07-07 00:59:53,water,poor,Daphene Giacomello,Monroe Ceeley,Fleurette Fiddy,2018-06-05 07:33:20,11,34,4
99,2018-09-28 14:04:35,2018-06-09 02:08:24,2018-06-08 19:46:57,cut brush,poor,Raffarty Olyff,Rania Rajchert,Kylynn Pepi,2018-06-19 20:34:44,60,79,18
33,2018-08-03 15:57:19,2018-11-08 12:57:43,2018-12-31 23:31:48,monitor crews,great,Sandy Callaghan,Dyna Duddin,Barnabe Storch,2018-05-09 12:00:10,22,50,5
48,2018-11-09 13:15:53,2018-08-08 05:04:07,2019-03-30 19:24:06,cut brush,great,Rawley Niece,Clemente Gors,Connie Sinnott,2019-02-21 03:14:45,94,42,60
92,2019-04-10 17:36:01,2018-05-23 17:37:00,2018-06-28 18:03:38,water,exceptional,Benjamin Puzey,Eachelle Eich,Lenore Pithcock,2018-09-15 06:52:22,10,31,77
84,2018-06-19 08:58:30,2018-11-15 05:59:41,2018-11-28 06:33:03,cut brush,poor,Vinita Stevenson,Daron Dooler,Trix Rangeley,2018-12-20 20:16:47,97,40,48
6,2019-03-14 16:54:20,2018-10-11 22:34:18,2018-12-03 22:43:35,monitor crews,great,Melli McCahey,Nessy Betteney,Mil McCooke,2018-05-22 12:09:22,42,79,60
75,2018-10-25 22:59:35,2018-06-20 19:40:43,2018-12-06 03:54:13,monitor crews,unacceptable,Gene Pevsner,Renelle Mowling,Lalo Cowhig,2018-10-25 18:34:25,35,44,29
21,2019-04-06 06:53:18,2019-01-29 17:38:47,2018-10-01 17:18:22,monitor crews,exceptional,Angelita Pencott,Meredeth Spours,Jorey Chipman,2018-08-30 20:45:00,77,72,34
30,2018-07-06 09:11:47,2019-03-12 12:26:59,2018-07-27 11:08:07,water,unacceptable,Adams Bruce,Charlotte Shergold,Doug Goldsby,2018-05-23 16:41:33,87,62,4
54,2018-11-12 08:34:55,2019-02-22 21:05:14,2018-05-10 17:52:37,water,poor,Remus Chalker,Erica Jose,Helenelizabeth Hullah,2018-12-14 12:02:08,89,29,29
65,2019-02-16 14:43:26,2018-07-05 12:23:48,2018-06-20 07:24:29,cut brush,great,Ortensia Haselden,Xylina Morewood,Lewie Weedon,2019-03-04 21:15:11,74,57,55
98,2019-03-22 21:26:34,2018-06-27 08:23:08,2019-01-06 23:10:41,cut brush,great,Hamnet Bleas,Coriss Mouland,Novelia Booler,2018-05-17 17:54:10,97,4,63
72,2018-06-08 06:32:17,2018-07-30 09:44:58,2018-08-26 12:44:41,cut brush,poor,Giulietta Scholfield,Mordy Davidek,Guinna Giannasi,2018-10-19 08:39:58,46,23,20
25,2018-10-23 17:51:00,2018-05-12 15:46:43,2018-08-19 06:38:37,water,unacceptable,Jacynth Garratt,Puff Blanchard,Simone Janes,2018-12-25 02:34:43,99,27,2
12,2019-03-22 04:19:46,2018-07-21 03:49:36,2018-12-28 06:23:52,monitor crews,poor,Ethelred Bradock,Edd Davidzon,Jedd Knath,2018-06-13 11:11:42,35,95,46
13,2018-08-23 17:25:12,2018-11-28 17:46:56,2019-01-08 21:37:22,water,exceptional,Aguie Eastabrook,Addia Downs,Stirling Diggens,2019-01-15 19:51:13,80,30,13
56,2018-11-06 11:37:07,2018-05-19 09:54:12,2018-09-16 11:51:12,water,unacceptable,Annora Tetley,Caren Saundercock,Andres McVanamy,2018-12-26 01:30:35,71,80,39
43,2018-10-05 12:39:12,2018-09-15 09:52:00,2019-02-10 16:58:28,monitor crews,great,Frederich Bengoechea,Orelle Desquesnes,Abbe Chart,2018-10-01 12:33:52,73,82,56
91,2019-01-22 15:19:58,2018-12-20 01:06:43,2018-11-08 23:01:45,cut brush,great,Pierre Rubes,Annette Lung,Juliette Pleming,2018-10-05 02:54:18,67,23,71
49,2019-02-04 21:49:54,2018-04-30 02:08:11,2018-09-10 12:23:29,cut brush,exceptional,Abe Hamp,Anni Acosta,Port Wolverson,2018-08-02 08:43:42,23,29,21
28,2018-11-09 20:24:48,2018-10-06 23:27:18,2018-08-30 03:40:25,cut brush,great,Wald Hebborne,Gareth Imorts,Jolyn Spelling,2019-02-05 14:09:49,36,94,97
56,2019-01-23 20:17:15,2018-09-24 16:04:52,2018-08-19 03:33:09,monitor crews,poor,Brigg Kerfut,Janey Lapworth,Sergeant Rackam,2018-06-28 05:16:23,86,92,9
92,2018-08-20 01:20:03,2019-03-19 11:12:40,2018-07-19 20:53:16,monitor crews,great,Courtney Spurriar,Louise Renzini,Tudor Mouncey,2018-07-31 15:05:16,21,97,6
11,2018-07-19 01:31:15,2019-01-20 21:43:32,2019-03-10 08:37:47,water,unacceptable,Etienne McAughtry,Merlina Manifould,Billi Chifney,2018-06-19 12:59:18,7,24,87
32,2018-11-20 04:56:52,2019-03-06 11:37:54,2018-12-29 21:57:45,cut brush,great,Maje Klawi,Felike Stanning,Ella Orchard,2018-09-19 22:58:38,48,1,72
94,2018-08-24 20:39:04,2018-11-11 01:48:15,2019-01-28 10:07:12,monitor crews,unacceptable,Jacquetta Baudinet,Hastings Cansdell,Marsiella Hampton,2019-01-26 12:07:29,2,80,49
27,2018-08-18 05:53:32,2019-01-25 16:55:50,2018-12-09 14:49:34,water,great,Georgiana Gedling,Terrill Larrat,Kalli Lamplough,2018-05-09 22:26:43,91,1,50
63,2019-03-23 07:32:19,2019-01-15 12:05:07,2018-12-07 07:43:50,water,great,Dal Colenutt,Sherry Moyne,Ardra Tole,2018-12-24 23:49:31,68,19,10
10,2018-12-11 23:23:58,2018-04-27 23:33:49,2018-10-20 13:35:53,water,exceptional,Antonia Lorne,Morris Rodolf,Abba Coltherd,2019-01-02 10:16:51,72,25,65
7,2019-04-04 04:05:09,2019-03-29 05:20:15,2018-08-17 12:11:47,cut brush,exceptional,Nedda Caulcutt,Bondy Garci,Hayward Tripney,2018-10-06 01:16:00,3,73,44
37,2019-03-19 21:43:53,2018-10-22 02:56:41,2019-04-01 13:34:18,water,exceptional,Dominik Fradgley,Staffard Blabey,Nester Stubbings,2018-06-14 18:02:07,79,1,74
2,2018-08-08 21:04:16,2018-05-31 22:56:13,2018-04-30 01:41:55,water,poor,Elenore Briance,Gillian Rainger,Lesya Roll,2018-10-20 01:32:35,12,88,97
30,2018-07-08 00:50:03,2019-02-26 03:21:05,2018-06-28 03:09:34,water,exceptional,Ham Fegan,Joly Paoletto,Creighton Claughton,2019-01-11 19:51:50,36,94,19
53,2018-05-03 02:38:15,2018-12-03 07:19:13,2019-02-10 17:20:10,cut brush,exceptional,Bernard Rudram,Tova Crollman,Blakeley Olenin,2018-10-04 02:21:33,62,54,98
9,2018-07-12 01:26:14,2018-04-26 23:09:58,2019-02-06 14:49:31,cut brush,great,Florina Happel,Marillin Tows,Brit Torvey,2018-11-07 06:08:07,51,17,72
27,2018-04-22 20:25:38,2018-08-20 03:32:21,2018-08-11 12:34:41,water,poor,Emmey Burman,Rowena O'Cannon,Avie Cheine,2019-03-04 18:14:15,24,50,72
3,2018-10-11 21:07:24,2018-11-26 18:48:48,2018-06-10 04:32:27,monitor crews,great,West Bowe,Colette Acey,Purcell Tuttle,2019-01-22 09:25:38,64,74,41
93,2018-10-23 12:31:41,2019-03-15 00:26:18,2018-08-02 01:15:28,cut brush,poor,Morganica Lawlor,Trudey Kilbride,Law Edgson,2018-10-07 19:05:14,5,35,76
69,2018-05-18 01:25:46,2018-12-29 20:35:38,2018-08-16 22:38:24,cut brush,poor,Keith Kinkade,Anselma Smitten,Maren Frankcomb,2019-01-05 16:29:54,21,53,61
15,2019-01-18 06:22:57,2019-03-28 14:49:22,2018-07-03 00:08:58,cut brush,poor,Abagael Hiddersley,Giulio Thornally,Hayes de Clerq,2019-04-07 19:01:18,68,56,77
48,2018-09-08 13:35:35,2019-03-05 11:09:30,2018-10-13 02:22:15,cut brush,exceptional,Claiborne Kells,Archibald Readman,Jami Garza,2019-03-22 16:26:12,78,23,77
87,2018-09-21 08:36:54,2018-12-20 06:32:50,2018-04-22 15:09:39,water,unacceptable,Linnet Boutellier,Dorine Pallin,Nanine Tunney,2018-09-03 16:24:43,96,23,52
76,2018-11-01 22:49:11,2018-05-07 20:42:37,2018-08-28 21:16:23,cut brush,exceptional,Ronna Duckels,Hamil Sadler,Slade Holdron,2019-03-09 17:19:47,20,71,19
79,2018-08-06 13:48:04,2019-02-25 13:38:44,2018-05-01 21:04:59,monitor crews,great,Filip Doole,Hy Cockman,Danni Camplin,2018-11-27 00:05:50,73,79,26
26,2018-09-27 14:41:46,2018-06-25 20:41:10,2018-08-15 11:55:04,monitor crews,poor,Rycca Drewery,Natalina Accum,Odella MacRitchie,2018-04-30 10:56:01,18,59,72
77,2019-03-23 03:48:21,2018-08-14 04:54:37,2018-07-17 08:44:57,cut brush,unacceptable,Ofilia Lickorish,Anstice Carlos,Titos Cristofano,2018-05-15 14:36:12,23,4,51
80,2018-05-19 07:27:24,2018-07-20 09:10:37,2019-04-06 15:55:00,cut brush,unacceptable,Kara-lynn Bellin,Florida Weine,Wynnie Copo,2018-05-04 17:15:31,66,96,70
41,2019-01-07 02:28:24,2018-10-10 19:42:12,2018-07-05 23:57:29,cut brush,great,Jamie Merkle,Kelila Morch,Tallie Daines,2018-08-04 01:21:13,22,56,31
68,2018-06-20 08:30:31,2019-03-07 12:56:53,2018-07-08 19:07:03,water,poor,Siegfried Farmloe,Killian Burdon,Rasla Havesides,2018-12-15 00:57:06,21,92,21
26,2019-02-09 05:09:34,2019-03-21 08:18:15,2018-07-28 05:52:12,monitor crews,great,Lucita MacFadden,Barnett Rummin,D'arcy Gaitone,2019-03-14 20:32:40,64,43,13
78,2018-11-13 04:27:17,2018-04-27 13:13:07,2019-03-20 18:27:35,water,poor,Rakel Cartwright,Andee Rodell,Cullie Eddoes,2018-05-07 03:54:02,87,94,41
64,2018-06-14 16:16:23,2018-12-08 16:32:34,2018-07-31 05:59:56,cut brush,unacceptable,Fey McReedy,Gene Jayme,Shepherd Hundey,2018-10-01 11:00:01,4,63,60
91,2018-10-22 15:08:20,2018-06-26 23:19:12,2019-04-08 12:40:57,cut brush,poor,Hillyer MacKessock,Adele Geleman,Travis Jones,2018-11-17 19:35:32,7,45,69
70,2018-10-28 22:48:56,2018-06-12 13:36:26,2018-07-31 07:10:17,water,exceptional,Cordey Andrini,Ezequiel Leger,Drucie Tevelov,2018-05-13 11:44:07,45,64,55
22,2019-02-06 18:37:32,2019-01-16 17:44:28,2018-08-06 17:14:19,cut brush,poor,Ninon Corbitt,Alex Attwool,Dallas Matusiak,2019-02-09 22:45:57,19,53,75
36,2018-05-17 23:55:19,2018-11-02 08:09:47,2018-07-26 17:31:25,monitor crews,poor,Cathrin Gurg,Misha Lapish,Amie Twatt,2019-02-20 09:30:32,68,82,87
88,2019-01-07 18:21:34,2019-03-29 04:11:41,2019-02-15 23:04:28,water,poor,Phineas Gynni,Allard Boni,Chiquita Bickford,2018-10-20 03:06:23,44,34,62
36,2018-05-09 15:19:41,2018-09-18 20:11:49,2018-06-24 20:18:53,water,great,Beitris Massey,Saundra Givens,Misti Reder,2018-10-30 14:28:07,84,81,78
90,2018-06-23 03:42:57,2019-04-02 06:55:50,2018-06-14 05:54:41,cut brush,great,Elna Danaher,Martie Doble,Jimmy Brocklehurst,2018-08-18 19:46:17,91,1,92
39,2018-05-31 01:38:09,2018-04-28 03:55:30,2019-01-29 17:35:00,monitor crews,poor,Pippa Romaint,Corbett Matuszinski,Danya Hinsch,2018-07-18 03:05:42,31,26,99
12,2018-05-07 22:58:01,2018-05-29 13:43:01,2019-03-08 19:45:58,water,poor,Murry Basile,Anthe Setter,Christen Rack,2019-04-06 21:29:20,48,98,30
15,2018-07-11 20:23:00,2018-07-28 00:43:53,2018-11-08 14:51:57,monitor crews,exceptional,Kissee Lanphier,Levy Tyrone,Denys Peegrem,2018-09-19 06:44:41,23,85,43
59,2019-01-02 11:43:55,2018-10-20 18:27:55,2018-12-25 11:35:25,water,exceptional,Sonnie Eustes,Gregor Shrubsall,Philly Hadland,2019-04-01 01:26:42,61,26,24
84,2018-04-19 12:40:31,2018-06-11 04:03:39,2018-08-17 01:26:25,water,great,Yvor Mignot,Athene Stickells,Zsa zsa Brauns,2019-01-01 12:37:39,72,6,14
69,2019-02-14 17:41:26,2018-09-26 19:03:28,2018-09-04 14:28:28,monitor crews,unacceptable,Dino Tarpey,Galvan Elijah,Lilah Seares,2019-04-08 08:15:07,39,93,54
34,2019-02-06 07:48:38,2019-02-21 17:22:51,2019-01-20 07:08:02,monitor crews,exceptional,Pauly Eaddy,Noellyn Bedham,Zsazsa Yorath,2018-05-14 20:16:54,62,19,1
44,2018-10-29 01:19:02,2018-10-02 17:39:40,2018-07-31 12:58:03,monitor crews,unacceptable,Lorine Cearley,Gert Erdely,Gert Toseland,2018-08-27 22:33:07,42,31,56
72,2018-10-13 06:57:16,2019-01-25 23:48:52,2018-04-19 06:57:53,monitor crews,exceptional,Nev Purselowe,Nolan Chaplin,Magnum Ingley,2018-12-17 23:07:56,32,81,84
29,2018-06-03 21:53:20,2018-06-16 18:13:40,2018-10-25 11:07:48,monitor crews,unacceptable,Darlene Skittrall,Myrlene Cosby,Rustie Oswal,2019-01-03 17:42:58,19,5,99
96,2019-03-18 23:57:43,2018-05-08 20:54:55,2019-01-21 07:33:01,monitor crews,exceptional,Kellen Dayment,Saw Swalwel,Hunt Sullly,2018-09-26 13:28:29,87,75,91
98,2018-05-29 01:01:09,2018-10-29 00:01:01,2019-01-02 19:34:20,cut brush,poor,Ladonna Kingsnorth,Wolfie Piet,Ellis Gapper,2018-05-27 23:40:30,71,39,66
83,2018-10-08 19:12:36,2018-12-27 01:59:21,2019-01-19 19:51:39,cut brush,poor,Deidre Fawthrop,Claus Hurt,Vickie Mc Comb,2018-06-18 09:28:36,30,14,91
74,2018-10-10 07:10:15,2018-10-06 01:37:29,2018-12-31 03:08:15,cut brush,poor,Rozele Begg,Klemens McDonand,Orel Bootman,2018-05-26 09:29:15,71,84,82
10,2018-09-07 03:09:57,2018-05-28 03:55:54,2018-08-04 19:59:56,monitor crews,unacceptable,Zechariah Cowdrey,Eadie Naisbet,Kalinda Sibthorpe,2018-11-11 04:13:10,81,45,18
62,2018-07-16 05:50:45,2018-08-23 23:35:04,2018-05-18 11:14:43,monitor crews,poor,Merilee Bellam,Kerry Eddies,Reynolds McGaugan,2018-12-31 01:25:13,62,10,99
21,2018-08-19 23:25:41,2019-01-23 14:00:27,2018-06-23 17:10:28,cut brush,poor,Nita Cawtheray,Aubine Heims,Danny Brownbridge,2018-08-11 14:28:07,96,35,35
58,2018-12-14 12:44:28,2018-09-13 03:34:52,2018-12-14 06:55:32,monitor crews,unacceptable,Amii Greggersen,Harlie Agar,Chryste Crolly,2019-03-24 07:19:50,71,63,98
37,2018-08-31 21:33:31,2019-01-15 10:48:46,2018-05-29 14:07:48,cut brush,unacceptable,Karlan Kovacs,Bride Krystof,Shayne Biscomb,2019-03-09 17:33:00,11,13,36
67,2019-03-08 01:40:53,2019-02-20 14:00:30,2018-05-23 06:48:21,monitor crews,unacceptable,Prent Scothron,Avigdor Mcmanaman,Gabi Jordin,2018-08-25 15:54:52,77,65,60
48,2019-02-10 05:37:11,2018-04-11 15:31:15,2018-08-17 08:02:00,water,unacceptable,Sanders Gaiter,Randa Paaso,Noelani Dermott,2018-06-09 21:20:29,93,94,80
62,2018-09-04 13:30:40,2018-09-22 19:14:35,2018-11-29 19:43:47,monitor crews,poor,Rodrick Bathowe,Collete Wright,Kaitlynn Rapsey,2018-06-10 08:08:47,30,60,10
35,2018-12-16 19:28:33,2019-01-14 19:03:37,2018-06-23 01:19:13,monitor crews,poor,Fanchon Setford,Rachel Ivashchenko,Maggy Venditto,2018-12-23 06:37:48,36,99,27
91,2018-08-08 14:36:07,2018-12-11 20:44:02,2018-06-27 07:35:41,cut brush,great,Celina Gerrels,Buiron Childerley,Hiram Cremins,2019-02-05 08:03:36,98,51,84
83,2018-10-13 12:45:38,2018-09-09 02:27:03,2019-02-12 23:19:05,monitor crews,great,Averill Conor,Abbe Woodhams,Robers Bigrigg,2019-03-23 01:15:00,97,21,33
81,2018-09-14 13:22:13,2018-08-17 13:09:43,2019-04-07 15:55:32,cut brush,exceptional,Sayers Milam,Cesaro De La Coste,Gard Cluckie,2019-03-06 22:26:48,36,78,69
71,2018-08-21 23:01:36,2018-05-10 14:31:09,2018-08-10 05:35:31,water,great,Darnall Letty,Gladys MacNeill,Phyllida Eye,2019-02-27 00:41:16,15,35,1
63,2019-02-25 02:40:34,2018-06-25 01:36:53,2019-01-31 18:47:32,monitor crews,poor,Lanny Skynner,Samantha Mayoral,Kacy Ainsley,2018-12-16 14:47:55,25,71,39
16,2018-07-28 08:44:13,2019-03-23 07:11:00,2019-02-22 20:12:55,monitor crews,exceptional,Marten MacGiolla Pheadair,Legra Coote,Berton Cosby,2018-05-21 00:16:59,49,28,74
84,2018-09-17 15:02:48,2018-10-06 11:18:38,2018-10-17 12:45:47,cut brush,unacceptable,Alena Sedwick,Nelie Keedwell,Konstanze Ganing,2018-09-28 18:23:08,88,19,43
48,2018-10-21 23:46:29,2019-04-01 00:48:35,2018-08-22 20:02:17,cut brush,great,Ellswerth Fellgatt,Gayel Mearing,Jackie Willmetts,2018-07-20 04:24:20,5,69,19
82,2018-06-20 19:44:21,2018-04-14 05:27:42,2018-06-24 15:57:17,monitor crews,great,Erastus Simpkiss,Bevan Barhems,Melamie Paramor,2018-08-27 04:21:13,1,5,20
40,2018-08-26 02:31:51,2019-03-13 20:40:35,2019-04-10 16:08:20,cut brush,unacceptable,Annette Edgeworth,Sascha Larroway,Jacquetta Mewe,2018-10-29 12:35:21,47,74,52
47,2018-10-08 19:27:57,2018-11-19 19:02:51,2018-12-19 07:10:08,water,unacceptable,Ogdan Arnall,Peder Deniseau,Germayne Preddy,2018-04-15 03:23:21,76,1,35
22,2018-06-25 14:52:08,2018-11-16 15:26:57,2019-01-10 14:52:39,cut brush,exceptional,Shannen Bealton,Irvine Izhaky,Robin Jickells,2019-02-06 12:59:38,57,61,5
92,2019-01-01 03:03:29,2019-01-30 09:32:52,2018-12-07 11:24:11,water,unacceptable,Aubree Iacovielli,Gery O'Hanlon,Jazmin Verner,2018-08-04 07:41:05,6,48,38
40,2019-01-08 03:52:04,2018-05-20 10:34:51,2019-03-01 06:39:30,monitor crews,great,Estrella Stiebler,Rosco Skinn,Alain Ruben,2018-06-23 05:47:53,29,69,54
60,2018-08-02 10:02:03,2018-04-11 19:56:24,2018-12-29 10:30:14,cut brush,poor,Baird Purkess,Jessalin Thay,Stewart Statter,2018-08-13 21:25:47,77,75,68
70,2018-12-23 16:55:00,2018-07-30 15:01:44,2018-12-06 15:46:27,water,exceptional,Lyndsie Jepps,Cad Aliman,Huberto Franzel,2018-12-25 13:29:27,91,5,69
45,2018-10-23 17:18:52,2019-03-18 08:31:07,2018-06-01 08:17:32,cut brush,poor,Damaris Dufore,Maisie Semorad,Seward Dulanty,2018-06-09 12:52:44,78,69,51
49,2018-08-05 12:08:55,2018-08-13 03:26:03,2018-06-22 07:26:06,monitor crews,exceptional,Bryana Chetter,Wyatt Raper,Dorry Garside,2018-11-26 08:50:56,12,7,19
